StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/13/2018 16:24,11/13/2018 16:28,IP Address,96.236.208.71,100,289,TRUE,11/13/2018 16:28,R_3g0ZcROHuij9Wsg,,,,,40.47520447,-79.95279694,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,Other,"Vox, Washington Post",Left leaning,Democrat,,Sometimes,Sometimes,Almost Never,Very Often,Fairly Often,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Fairly Often,Sometimes,Never,,,,,,35,,,,,Treatment
11/13/2018 16:28,11/13/2018 16:34,IP Address,211.23.122.177,100,372,TRUE,11/13/2018 16:34,R_1d6NihzbezNqzfg,,,,,22.61630249,120.3132935,anonymous,EN,Currently living in the United States of America,,31-40,Male,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Very Often,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Very Often,Fairly Often,Never,,,,,,35,,,,,Placebo
11/13/2018 16:33,11/13/2018 16:40,IP Address,205.178.46.69,100,383,TRUE,11/13/2018 16:40,R_1mPlV0dcIx9f30q,,,,,41.92289734,-87.64830017,anonymous,EN,Currently living in the United States of America,,21-30,Male,"Professional degree (JD, MD)","$70,000 to $79,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other",New York Times,Left leaning,Democrat,,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,,,,,,25,,,,,Placebo
11/13/2018 16:37,11/13/2018 16:40,IP Address,108.48.30.189,100,165,TRUE,11/13/2018 16:40,R_272MvQJmzSUcWrN,,,,,39.01420593,-77.52850342,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Daily,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Almost Never,,,,,,35,,,,,Control
11/13/2018 16:44,11/13/2018 16:50,IP Address,72.83.234.66,100,368,TRUE,11/13/2018 16:50,R_10pBjEUFmqKuD6A,,,,,38.89759827,-77.50920105,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Left leaning,Democrat,,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Almost Never,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Very Often,Almost Never,Fairly Often,,,,,,25,,,,,Treatment
11/13/2018 16:49,11/13/2018 16:53,IP Address,74.96.216.103,100,267,TRUE,11/13/2018 16:53,R_2dT585ufWmFmg5R,,,,,39.01420593,-77.52850342,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$80,000 to $89,999",Weekly,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Almost Never,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,,,,,,35,,,,,Treatment
11/13/2018 16:53,11/13/2018 16:56,IP Address,68.250.112.16,100,195,TRUE,11/13/2018 16:56,R_3MK9xkJ18GopqcF,,,,,41.92089844,-87.70429993,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$40,000 to $49,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,Other","BBC, Al-Jazeera",Left leaning,Other,Democratic socialist,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Very Often,Sometimes,Fairly Often,,,,,,35,,,,,Placebo
11/13/2018 16:59,11/13/2018 17:03,IP Address,207.151.223.180,100,251,TRUE,11/13/2018 17:03,R_sSw0VB7rFCCL1D3,,,,,34.16690063,-118.1551056,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$90,000 to $99,999",Daily,Online Media,"Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,Other,"AP, WSJ, NYT, The Economist",Left leaning,Independent,,Almost Never,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,,,,,,25,,,,,Placebo
11/13/2018 16:58,11/13/2018 17:05,IP Address,75.80.119.92,100,399,TRUE,11/13/2018 17:05,R_VWjprFl56Dp69vX,,,,,33.02789307,-117.0856018,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN,Other","WSJ, Washington Post",Left leaning,Democrat,,Almost Never,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,,,,,,45,,,,,Placebo
11/13/2018 15:38,11/13/2018 17:05,IP Address,71.191.146.218,100,5180,TRUE,11/13/2018 17:05,R_1OrXx3iMQUCZziW,,,,,38.89759827,-77.50920105,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Right leaning,Republican,,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Very Often,Sometimes,Sometimes,,,,,,45,,,,,Treatment
11/13/2018 17:09,11/13/2018 17:15,IP Address,174.203.11.89,100,405,TRUE,11/13/2018 17:15,R_1lucWt7DmXnAAIM,,,,,40.76849365,-73.95880127,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"CNN,Other",NPR ,Left leaning,Democrat,,Sometimes,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Almost Never,Sometimes,,,,,,35,,,,,Treatment
11/13/2018 17:15,11/13/2018 17:19,IP Address,96.241.123.128,100,234,TRUE,11/13/2018 17:19,R_VQlgXjVgOWAlUDT,,,,,39.01420593,-77.52850342,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"CNN,Other",,Left leaning,Democrat,,Sometimes,Sometimes,Fairly Often,Very Often,Fairly Often,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Placebo
11/13/2018 17:19,11/13/2018 17:29,IP Address,172.56.35.201,100,557,TRUE,11/13/2018 17:29,R_2QhVrMsUjyVnkuO,,,,,40.852005,-73.91290283,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$60,000 to $69,999",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other","AP, generally, BBC, WaPo, NYTimes (minus editorial, of course)",Left leaning,Democrat,,Fairly Often,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Almost Never,,,,,,25,,,,,Treatment
11/13/2018 17:32,11/13/2018 17:39,IP Address,190.141.145.130,100,431,TRUE,11/13/2018 17:39,R_2cnFppNo4YMPcfX,,,,,8.993606567,-79.5196991,anonymous,EN,Currently living outside of the United States of America,Yes,41-50,Female,Master's degree,"$90,000 to $99,999",Daily,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Rarely,Other,Al Jazeera; BBC,Left leaning,Independent,,Sometimes,Almost Never,Sometimes,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Very Often,Very Often,Never,Very Often,Very Often,Never,,,,,,45,,,,,Treatment
11/13/2018 16:51,11/13/2018 17:43,IP Address,174.204.14.218,100,3140,TRUE,11/13/2018 17:43,R_2ysgbxMXiZ2WpTI,,,,,38.85899353,-77.09970093,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"Less than $10,000",Weekly,"Online Media,Word of Mouth","Through social media (Facebook, LinkedIn, etc.)",,Rarely,Reuters,,Central,Republican,,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/13/2018 17:38,11/13/2018 17:44,IP Address,76.120.195.49,100,347,TRUE,11/13/2018 17:44,R_3EWjJAgb4WhZ8qN,,,,,38.03390503,-78.49240112,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,"Radio broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,Other,"Washington Post, New York Times, etc.",Left leaning,Independent,,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Never,Never,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Control
11/13/2018 17:42,11/13/2018 17:46,IP Address,24.44.231.17,100,185,TRUE,11/13/2018 17:46,R_2SdeW3szGzkujJ4,,,,,40.97189331,-73.7181015,anonymous,EN,Currently living in the United States of America,,41-50,Male,Master's degree,"$150,000 or more",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.)",,Never,"Reuters,CNN",,Left leaning,Democrat,,Almost Never,Almost Never,Fairly Often,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Very Often,Fairly Often,Almost Never,,,,,,45,,,,,Control
11/13/2018 17:50,11/13/2018 17:54,IP Address,73.132.247.219,100,263,TRUE,11/13/2018 17:54,R_eP3TR0PTXilkGgF,,,,,39.331604,-76.63359833,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$90,000 to $99,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Rarely,"Reuters,CNN",,Left leaning,Democrat,,Very Often,Very Often,Very Often,Fairly Often,Sometimes,Sometimes,Almost Never,Very Often,Sometimes,Never,Fairly Often,Very Often,Almost Never,Very Often,,,,,,45,,,,,Control
11/13/2018 18:05,11/13/2018 18:09,IP Address,96.255.251.41,100,264,TRUE,11/13/2018 18:09,R_3kGiHeZW9yz81zI,,,,,38.95770264,-77.60379791,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Television broadcast,Online Media,Word of Mouth","Through social media (Facebook, LinkedIn, etc.)",,Always,Fox News,,Right leaning,Republican,,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,,,,,,45,,,,,Treatment
11/13/2018 18:28,11/13/2018 18:31,IP Address,172.8.84.246,100,174,TRUE,11/13/2018 18:31,R_sGVY7AfKFHC3Cj7,,,,,41.93989563,-87.65280151,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,Other",New York Times,Left leaning,Democrat,,Almost Never,Fairly Often,Fairly Often,Sometimes,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Almost Never,Sometimes,Very Often,Sometimes,,,,,,25,,,,,Placebo
11/13/2018 18:32,11/13/2018 18:32,IP Address,1.126.107.215,100,14,TRUE,11/13/2018 18:32,R_qVMUJ8cpkVok2tj,,,,,-31.96740723,115.8620911,anonymous,EN,Currently living outside of the United States of America,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
11/13/2018 18:29,11/13/2018 18:34,IP Address,73.202.59.64,100,322,TRUE,11/13/2018 18:34,R_3PBQLXtmEYeRNSX,,,,,37.40559387,-122.0774994,anonymous,EN,Currently living in the United States of America,,41-50,Female,"Professional degree (JD, MD)","$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"CNN,Other",Star Tribune ,Left leaning,Democrat,,Fairly Often,Almost Never,Almost Never,Very Often,Very Often,Very Often,Sometimes,Almost Never,Very Often,Very Often,Never,Very Often,Very Often,Never,,,,,,45,,,,,Treatment
11/13/2018 18:36,11/13/2018 18:41,IP Address,74.104.146.190,100,347,TRUE,11/13/2018 18:41,R_yqBJL0RsmDF9vB7,,,,,42.42019653,-71.15650177,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$150,000 or more",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Never,"Reuters,CNN,Other",New York Times,Left leaning,Democrat,,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Never,Very Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Never,,,,,,25,,,,,Placebo
11/13/2018 18:56,11/13/2018 18:59,IP Address,73.225.116.223,100,204,TRUE,11/13/2018 18:59,R_3hs8XMQNxeELHUk,,,,,47.63020325,-122.3209991,anonymous,EN,Currently living in the United States of America,,21-30,Female,"Professional degree (JD, MD)","$150,000 or more",Daily,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"CNN,Other","New York Times, NPR, PBS",Left leaning,Democrat,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Very Often,Very Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Very Often,Never,,,,,,25,,,,,Placebo
11/13/2018 18:53,11/13/2018 19:01,IP Address,68.47.98.149,100,506,TRUE,11/13/2018 19:01,R_yIIoYjeYuEOgRPj,,,,,45.28250122,-93.41860199,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$50,000 to $59,999",Daily,"Television broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Democrat,,Sometimes,Almost Never,Sometimes,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Fairly Often,Very Often,Sometimes,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Treatment
11/13/2018 19:20,11/13/2018 19:29,IP Address,209.6.47.100,100,573,TRUE,11/13/2018 19:29,R_qW0mbTXsgZc6o4p,,,,,42.40029907,-71.12210083,anonymous,EN,Currently living in the United States of America,,21-30,Female,Doctoral degree,"$90,000 to $99,999",Multiple times per day,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Never,Other,"NYT, NPR, Boston Globe, Al Jazeera, and The Atlantic",Central,Democrat,,Almost Never,Never,Almost Never,Very Often,Fairly Often,Fairly Often,Sometimes,Never,Fairly Often,Fairly Often,Never,Sometimes,Very Often,Almost Never,,,,,,25,,,,,Treatment
11/13/2018 19:12,11/13/2018 19:33,IP Address,74.96.205.15,100,1259,TRUE,11/13/2018 19:33,R_0xqP3bKeA7VqPvP,,,,,38.83770752,-76.79799652,anonymous,EN,Currently living in the United States of America,,51-60,Male,High school graduate (high school diploma or equivalent including GED),"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Rarely,"Fox News,CNN",,Central,Democrat,,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Never,Sometimes,Very Often,Sometimes,Sometimes,Very Often,Never,,,,,,55,,,,,Placebo
11/13/2018 19:29,11/13/2018 19:34,IP Address,184.153.67.244,100,291,TRUE,11/13/2018 19:34,R_bQLwRUYqhfxnMsx,,,,,40.78160095,-73.95110321,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$150,000 or more",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Other,Bloomberg,Left leaning,Democrat,,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Almost Never,,,,,,25,,,,,Treatment
11/13/2018 19:36,11/13/2018 19:41,IP Address,107.77.203.125,100,312,TRUE,11/13/2018 19:41,R_1g8bv7XlHNWQxNw,,,,,39.90550232,-75.24440002,anonymous,EN,Currently living in the United States of America,,41-50,Female,"Professional degree (JD, MD)","$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,"Reuters,CNN,Other",,Central,Independent,,Fairly Often,Very Often,Very Often,Sometimes,Almost Never,Almost Never,Sometimes,Very Often,Sometimes,Never,Fairly Often,Very Often,Almost Never,Very Often,,,,,,45,,,,,Treatment
11/13/2018 19:50,11/13/2018 19:55,IP Address,47.133.93.9,100,303,TRUE,11/13/2018 19:55,R_2yl2hm0rPNLN6b6,,,,,36.73039246,-76.5931015,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,Other",Washington Post,Left leaning,Democrat,,Fairly Often,Fairly Often,Very Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Almost Never,Almost Never,Fairly Often,Very Often,Almost Never,Fairly Often,,,,,,45,,,,,Control
11/13/2018 19:53,11/13/2018 19:59,IP Address,73.185.176.206,100,340,TRUE,11/13/2018 19:59,R_2qmWmhbY2vIsZub,,,,,45.07359314,-93.13800049,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"CNN,Other","NYT, WSJ",Central,Republican,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Very Often,Sometimes,Almost Never,,,,,,35,,,,,Placebo
11/13/2018 20:10,11/13/2018 20:16,IP Address,68.193.33.51,100,347,TRUE,11/13/2018 20:16,R_3iDdOHSQVnIzxVL,,,,,41.20179749,-73.43830109,anonymous,EN,Currently living in the United States of America,,41-50,Male,Master's degree,"$150,000 or more",Multiple times per day,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN,Other",,Right leaning,Republican,,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Very Often,Very Often,Fairly Often,Fairly Often,,,,,,45,,,,,Control
11/13/2018 20:18,11/13/2018 20:22,IP Address,76.14.185.179,100,236,TRUE,11/13/2018 20:22,R_3ksHmAL3QL90JNy,,,,,37.71949768,-122.4411011,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$150,000 or more",Multiple times per day,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Never,"Reuters,Other",NPR,Left leaning,Democrat,,Almost Never,Never,Almost Never,Fairly Often,Very Often,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Never,Very Often,Very Often,Almost Never,,,,,,25,,,,,Placebo
11/13/2018 20:50,11/13/2018 20:55,IP Address,71.163.157.60,100,329,TRUE,11/13/2018 20:55,R_a3FdTjQUI8Y8zXb,,,,,39.01420593,-77.52850342,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$50,000 to $59,999",Daily,Television broadcast,,,,Fox News,,Central,Republican,,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Sometimes,Almost Never,Sometimes,Almost Never,Never,Never,Very Often,Almost Never,Fairly Often,,,,,,45,,,,,Treatment
11/13/2018 20:52,11/13/2018 20:56,IP Address,24.4.20.25,100,251,TRUE,11/13/2018 20:56,R_eOG1PFMSh2CKKrL,,,,,37.65739441,-122.4235001,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$150,000 or more",Weekly,Online Media,"Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Never,Sometimes,Very Often,Fairly Often,Fairly Often,Very Often,Almost Never,Sometimes,Sometimes,Almost Never,Very Often,Fairly Often,Almost Never,,,,,,35,,,,,Control
11/13/2018 20:57,11/13/2018 21:03,IP Address,76.14.37.48,100,352,TRUE,11/13/2018 21:03,R_1FwEQHiSKQbuhRz,,,,,37.6875,-122.438797,anonymous,EN,Currently living in the United States of America,,31-40,Female,Doctoral degree,"$100,000 to $149,999",Weekly,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN,Other",Ha’aretz,Left leaning,Democrat,,Sometimes,Sometimes,Sometimes,Very Often,Fairly Often,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,,,,,,35,,,,,Treatment
11/13/2018 21:14,11/13/2018 21:19,IP Address,24.4.16.12,100,324,TRUE,11/13/2018 21:19,R_29stfOhFjRJNXXW,,,,,37.65739441,-122.4235001,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$150,000 or more",Monthly,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,Other,"don't trust any in particular, if one jumped to mind it'd be NBC",Central,Other,none,Sometimes,Never,Almost Never,Very Often,Very Often,Very Often,Very Often,Almost Never,Fairly Often,Very Often,Almost Never,Very Often,Sometimes,Never,,,,,,35,,,,,Placebo
11/13/2018 21:18,11/13/2018 21:25,IP Address,108.224.88.15,100,430,TRUE,11/13/2018 21:25,R_3lEmLfKn0Gx3jtF,,,,,37.67869568,-122.4779968,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Fairly Often,Almost Never,Almost Never,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Never,,,,,,45,,,,,Treatment
11/13/2018 21:34,11/13/2018 21:41,IP Address,69.71.42.189,100,404,TRUE,11/13/2018 21:41,R_1OIHNwCYvPgAKQP,,,,,44.89460754,-94.38469696,anonymous,EN,Currently living in the United States of America,,31-40,Female,Master's degree,"$100,000 to $149,999",Daily,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,Other,"Local, NBC or ABC",Right leaning,Independent,,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,Sometimes,Very Often,Sometimes,Fairly Often,,,,,,35,,,,,Placebo
11/13/2018 21:43,11/13/2018 21:49,IP Address,107.77.213.116,100,350,TRUE,11/13/2018 21:49,R_22P86P1UN3B69kq,,,,,37.6374054,-122.0670013,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$100,000 to $149,999",Daily,"Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Central,Republican,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,,,,,,45,,,,,Treatment
11/13/2018 21:40,11/13/2018 21:50,IP Address,76.14.191.238,100,632,TRUE,11/13/2018 21:50,R_1ilkj4za9uTJusJ,,,,,37.71949768,-122.4411011,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$150,000 or more",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Right leaning,Other,,Sometimes,Never,Almost Never,Very Often,Very Often,Very Often,Fairly Often,Very Often,Fairly Often,Very Often,Sometimes,Fairly Often,Fairly Often,Never,,,,,,45,,,,,Placebo
